"TimeStamp","Delta_TP9","Delta_AF7","Delta_AF8","Delta_TP10","Theta_TP9","Theta_AF7","Theta_AF8","Theta_TP10","Alpha_TP9","Alpha_AF7","Alpha_AF8","Alpha_TP10","Beta_TP9","Beta_AF7","Beta_AF8","Beta_TP10","Gamma_TP9","Gamma_AF7","Gamma_AF8","Gamma_TP10","RAW_TP9","RAW_AF7","RAW_AF8","RAW_TP10","AUX_RIGHT","Accelerometer_X","Accelerometer_Y","Accelerometer_Z","Gyro_X","Gyro_Y","Gyro_Z","HeadBandOn","HSI_TP9","HSI_AF7","HSI_AF8","HSI_TP10","Battery","Elements","time_in","total_alpha","total_beta","total_gamma","total_delta","total_theta"
"2024-02-12 21:43:35.013",1.4829512,0.18701775,0,0.56442773,1.1128392,-0.12926325,0,0.5422544,0.9218591,0.3771344,0,0.68565536,0.7895904,0.16685697,0,1.139953,0.5536809,-0.3429761,0,0.68542886,623.73627,809.89014,500.03662,757.50916,632.1978,0.455322265625,-0.12176513671875,0.880859375,5.01693725585938,-2.92343139648438,-0.560760498046875,1,4,1,2,1,70,"",29,1.98464886,2.09640037,0.89613366,2.23439668,1.52583035
"2024-02-12 21:43:36.022",1.4829512,-0.30873108,0,0.4465304,1.1128392,-0.12806298,0,0.6211875,0.9218591,0.5021412,0,0.61938983,0.7895904,0.11555306,0,1.5126518,0.5536809,-0.3725008,0,0.62989223,902.5641,837.28937,658.3883,845.34796,525.82416,0.462890625,-0.1273193359375,0.8773193359375,4.59823608398438,-2.98324584960938,-0.381317138671875,1,4,1,2,1,70,"",30,2.04339013,2.41779526,0.81107233,1.62075052,1.60596372
"2024-02-12 21:43:37.033",1.4829512,0.0074371495,0,0.8566241,1.1128392,-0.13324815,0,0.79961926,0.9218591,0.37215582,0,0.85646087,0.7895904,-0.004513398,0,0.9229764,0.5536809,-0.52518016,0,0.667158,245.78755,820.3663,460.9524,600.7692,689.011,0.47796630859375,-0.1368408203125,0.87066650390625,4.3963623046875,-4.35897827148438,-0.299072265625,1,4,1,2,1,70,"",31,2.15047579,1.708053402,0.69565874,2.3470124495,1.77921031
"2024-02-12 21:43:38.042",1.4829512,0.13767253,0,1.0388831,1.1128392,-0.30984345,0,0.7301105,0.9218591,0.31739417,0,1.0352843,0.7895904,0.15115422,0,1.0329866,0.5536809,-0.43963334,0,0.75852704,0,932.381,543.5531,456.11722,666.4469,0.48431396484375,-0.11505126953125,0.86224365234375,5.31600952148438,-4.20196533203125,-1.39068603515625,1,4,1,2,1,70,"",32,2.27453757,1.97373122,0.8725746,2.65950683,1.53310625
"2024-02-12 21:43:39.051",1.4829512,0.035086002,0,0.7656462,1.1128392,-0.19606075,0,1.5856959,0.9218591,0.29131794,0,1.5328239,0.7895904,0.24370585,0,1.3194822,0.5536809,-0.1765395,0,0.96905035,590.696,1315.5677,1074.2124,471.02563,548.3883,0.5040283203125,-0.14727783203125,0.83984375,0.680389404296875,-4.95712280273438,-1.12152099609375,1,4,1,2,1,70,"",33,2.74600094,2.35277845,1.34619175,2.283683402,2.50247435
"2024-02-12 21:43:40.062",1.4829512,0.035086002,0,0.73391473,1.1128392,-0.19606075,0,1.7378955,0.9218591,0.29131794,0,1.5328239,0.7895904,0.24370585,0,1.2819391,0.5536809,-0.1765395,0,0.9628015,640.2564,1020.2198,1517.033,0,610.84247,0.54156494140625,-0.16162109375,0.793212890625,9.80209350585938,-4.68795776367188,-2.22061157226562,1,4,2,4,1,70,"",34,2.74600094,2.31523535,1.3399429,2.251951932,2.65467395
"2024-02-12 21:43:41.071",1.4829512,0.035086002,0,0.73391473,1.1128392,-0.19606075,0,1.7378955,0.9218591,0.29131794,0,1.5328239,0.7895904,0.24370585,0,1.2819391,0.5536809,-0.1765395,0,0.9628015,1595.2014,1055.6776,194.21245,1620.1831,689.81683,0.54339599609375,-0.15521240234375,0.832275390625,6.52725219726562,-2.63931274414062,-0.994415283203125,1,4,2,4,4,60,"",35,2.74600094,2.31523535,1.3399429,2.251951932,2.65467395
"2024-02-12 21:43:42.075",1.4829512,0.035086002,0,0.73391473,1.1128392,-0.19606075,0,1.7378955,0.9218591,0.29131794,0,1.5328239,0.7895904,0.24370585,0,1.2819391,0.5536809,-0.1765395,0,0.9628015,266.337,679.34064,1047.619,308.24176,591.0989,0.53656005859375,-0.09893798828125,0.83734130859375,3.81317138671875,-4.10476684570312,-2.19818115234375,1,4,1,4,4,60,"",36,2.74600094,2.31523535,1.3399429,2.251951932,2.65467395
"2024-02-12 21:43:43.082",1.4829512,0.035086002,0,0.73391473,1.1128392,-0.19606075,0,1.7378955,0.9218591,0.29131794,0,1.5328239,0.7895904,0.24370585,0,1.2819391,0.5536809,-0.1765395,0,0.9628015,37.069595,743.00366,569.7436,44.725273,690.6227,0.55072021484375,-0.11102294921875,0.83056640625,5.31600952148438,-5.0244140625,0.814971923828125,1,2,1,2,4,60,"",37,2.74600094,2.31523535,1.3399429,2.251951932,2.65467395
"2024-02-12 21:43:44.095",1.4829512,0.5008379,0,0.73391473,1.1128392,0.15039122,0,1.7378955,0.9218591,0.066953056,0,1.5328239,0.7895904,0.08590807,0,1.2819391,0.5536809,-0.7003649,0,0.9628015,596.337,762.74725,763.5531,689.011,809.4872,0.54046630859375,-0.12347412109375,0.81915283203125,5.34591674804688,-6.04873657226562,-0.28411865234375,1,2,1,2,4,60,"",38,2.521636056,2.15743757,0.8161175,2.71770383,3.00112592
"2024-02-12 21:43:45.098",1.4829512,0.42464685,0,0.73391473,1.1128392,-0.20607021,0,1.7378955,0.9218591,0.05510686,0,1.5328239,0.7895904,0.080921926,0,1.2819391,0.5536809,-0.59267676,0,0.9628015,383.58975,779.67035,692.23444,373.9194,629.7802,0.57733154296875,-0.1170654296875,0.802978515625,5.63751220703125,-5.27114868164062,-1.2261962890625,1,2,1,2,4,60,"",39,2.50978986,2.152451426,0.92380564,2.64151278,2.64466449
"2024-02-12 21:43:46.107",1.4829512,0.812907,0,0.73391473,1.1128392,-0.07769146,0,1.7378955,0.9218591,0.20110068,0,1.5328239,0.7895904,0.12707101,0,1.2819391,0.5536809,-0.3001162,0,0.9628015,917.8755,790.9524,1020.6227,1178.5714,914.2491,0.598876953125,-0.08056640625,0.79541015625,4.52346801757812,-3.03558349609375,-2.75894165039062,1,2,1,2,4,60,"",40,2.65578368,2.19860051,1.2163662,3.02977293,2.77304324
"2024-02-12 21:43:47.117",1.4829512,0.91484666,0,0.73391473,1.1128392,-0.045081723,0,1.7378955,0.9218591,0.18146563,0,1.5328239,0.7895904,0.09675041,0,1.2819391,0.5536809,-0.31048623,0,0.9628015,1307.5092,843.73627,542.3443,1111.2821,668.0586,0.60699462890625,-0.03515625,0.783935546875,2.45986938476562,-4.37393188476562,0.22430419921875,1,2,1,2,2,60,"",41,2.63614863,2.16827991,1.20599617,3.13171259,2.805652977
"2024-02-12 21:43:48.129",1.4829512,0.29295135,0,0.73391473,1.1128392,-0.3030348,0,1.7378955,0.9218591,-0.11697078,0,1.5328239,0.7895904,0.074350856,0,1.2819391,0.5536809,-0.3957788,0,0.9628015,1618.9744,732.1245,1308.3151,497.21613,663.22345,0.551513671875,-0.1072998046875,0.866943359375,3.37203979492188,-7.27493286132812,6.13845825195312,1,4,1,4,4,60,"",42,2.33771222,2.145880356,1.1207036,2.50981728,2.5476999
"2024-02-12 21:43:49.149",1.4829512,0.29295135,0,0.73391473,1.1128392,-0.3030348,0,1.7378955,0.9218591,-0.11697078,0,1.5328239,0.7895904,0.074350856,0,1.2819391,0.5536809,-0.3957788,0,0.9628015,1132.2344,801.4286,938.022,826.0073,835.6777,0.55023193359375,-0.043212890625,0.811279296875,5.2337646484375,9.88433837890625,3.62625122070312,1,4,1,4,4,60,"",43,2.33771222,2.145880356,1.1207036,2.50981728,2.5476999
"2024-02-12 21:43:50.159",1.4829512,0.29295135,0,0.73391473,1.1128392,-0.3030348,0,1.7378955,0.9218591,-0.11697078,0,1.5328239,0.7895904,0.074350856,0,1.2819391,0.5536809,-0.3957788,0,0.9628015,1433.6263,767.5824,1027.4725,2.014652,1035.5311,0.3470458984375,0.015380859375,0.9473876953125,5.00198364257812,2.75894165039062,-20.1649475097656,1,2,1,2,4,60,"",44,2.33771222,2.145880356,1.1207036,2.50981728,2.5476999
"2024-02-12 21:43:51.168",1.4829512,0.8193877,0,0.73391473,1.1128392,0.6207666,0,1.7378955,0.9218591,0.3816478,0,1.5328239,0.7895904,0.13446781,0,1.2819391,0.5536809,-0.37490845,0,0.9628015,1238.2051,790.9524,940.4396,1411.8682,942.4542,0.362060546875,-0.05072021484375,0.90966796875,10.048828125,-5.89920043945312,0.49346923828125,1,2,1,2,4,70,"",45,2.8363308,2.20599731,1.14157395,3.03625363,3.4715013
"2024-02-12 21:43:52.183",0.7341101,0.8343522,0,0.73391473,0.47615305,0.2709423,0,1.7378955,0.8828002,0.23069692,0,1.5328239,0.7877505,0.027950324,0,1.2819391,0.742947,-0.37554932,0,0.9628015,1532.3444,796.5934,657.98535,121.68498,842.52747,0.44085693359375,0.05010986328125,0.89276123046875,5.75714111328125,-13.7722778320312,4.366455078125,1,1,1,2,4,70,"",46,2.64632102,2.097639924,1.33019918,2.30237703,2.48499085
"2024-02-12 21:43:53.194",0.70171976,0.41769767,0,0.73391473,0.45151255,0.12532888,0,1.7378955,0.8777368,0.18929619,0,1.5328239,0.7798257,-0.15804039,0,1.2819391,0.7551938,-0.35755944,0,0.9628015,1306.3004,809.89014,883.6264,1480.7693,855.82416,0.488525390625,-0.00994873046875,0.87237548828125,4.07485961914062,-2.88604736328125,-2.59445190429688,1,1,1,2,4,70,"",47,2.59985689,1.90372441,1.36043586,1.85333216,2.31473693
"2024-02-12 21:43:54.197",0.70171976,0.3229785,0,0.73391473,0.45151255,-0.06500974,0,1.7378955,0.8777368,0.17000738,0,1.5328239,0.7798257,-0.073085085,0,1.2819391,0.7551938,-0.42966896,0,0.9628015,769.59705,814.3223,645.09155,768.7912,653.5531,0.44964599609375,-0.032958984375,0.8935546875,5.55526733398438,-4.50851440429688,-14.0863037109375,1,1,1,2,4,70,"",48,2.58056808,1.988679715,1.28832634,1.75861299,2.12439831
"2024-02-12 21:43:55.208",0.70171976,1.0175992,0,0.73391473,0.45151255,0.5140522,0,1.7378955,0.8777368,0.5651897,0,1.5328239,0.7798257,-0.015796425,0,1.2819391,0.7551938,-0.4228899,0,0.9628015,1025.0549,807.8755,782.0879,1098.7913,670.4762,0.39215087890625,0.0386962890625,0.92022705078125,3.12530517578125,-2.9608154296875,-8.2843017578125,1,2,1,2,4,70,"",49,2.9757504,2.045968375,1.2951054,2.45323369,2.70346025
"2024-02-12 21:43:56.222",0.70171976,0.8156864,0,0.73391473,0.45151255,0.48816139,0,1.7378955,0.8777368,0.5719393,0,1.5328239,0.7798257,-0.03916147,0,1.2819391,0.7551938,-0.48773026,0,0.9628015,1220.8792,808.2784,864.2857,1486.8132,811.9048,0.39691162109375,0.020263671875,0.94342041015625,-3.79074096679688,-0.710296630859375,-0.680389404296875,1,2,1,2,4,70,"",50,2.9825,2.02260333,1.23026504,2.25132089,2.67756944
"2024-02-12 21:43:57.230",0.9387235,0.024548305,0,0.73391473,0.65688396,-0.09868128,0,1.7378955,0.89734423,0.334965,0,1.5328239,0.7212091,-0.09308611,0,1.2819391,0.65894777,-0.36041084,0,0.9628015,832.8571,810.293,582.23444,801.02563,783.2967,0.1890869140625,-0.22320556640625,0.94769287109375,2.71408081054688,-2.66921997070312,3.36456298828125,1,1,1,2,4,70,"",51,2.76513313,1.91006209,1.26133843,1.697186535,2.29609818
"2024-02-12 21:43:58.240",0.700375,0.35389072,0,0.73391473,0.53959197,0.08121115,0,1.7378955,0.707102,0.17388874,0,1.5328239,0.7005131,-0.08224867,0,1.2819391,0.6160085,-0.42120153,0,0.9628015,985.56775,810.293,689.41394,983.5531,633.4066,0.30078125,-0.0142822265625,0.92230224609375,5.33096313476562,-7.93289184570312,-3.58139038085938,1,1,1,2,4,70,"",52,2.41381464,1.90020353,1.15760847,1.78818045,2.35869862
"2024-02-12 21:43:59.249",0.74322647,0.35519153,0,0.73391473,0.5052404,0.3650454,0,1.7378955,0.707102,0.2235954,0,1.5328239,0.6942902,-0.09134341,0,1.2819391,0.58815694,-0.40480158,0,0.9628015,677.326,811.50183,711.5751,588.2784,734.1392,0.3248291015625,0.04547119140625,0.9224853515625,6.45248413085938,0.059814453125,-2.811279296875,1,1,1,2,1,70,"",53,2.4635213,1.88488589,1.14615686,1.83233273,2.6081813
"2024-02-12 21:44:00.269",0.74322647,0.12690079,0,0.73391473,0.5052404,0.24520576,0,1.7378955,0.707102,0.21903667,0,1.5328239,0.6942902,-0.045700207,0,1.2819391,0.58815694,-0.49671614,0,0.9628015,894.90845,814.3223,655.9707,967.4359,804.2491,0.34637451171875,0.04998779296875,0.93121337890625,3.27484130859375,-3.76083374023438,0.620574951171875,1,2,1,2,2,70,"",54,2.45896257,1.930529093,1.0542423,1.60404199,2.48834166
"2024-02-12 21:44:01.280",0.98109245,0.04629092,0,0.73391473,0.786573,-0.18322843,0,1.7378955,0.90970665,0.16468763,0,1.5328239,0.8908833,-0.07562601,0,1.2819391,0.76774293,-0.590459,0,0.9628015,572.1612,802.23444,531.4652,413.8095,546.77655,0.31658935546875,0.04718017578125,0.93560791015625,5.07675170898438,-5.18890380859375,-0.49346923828125,1,1,1,2,1,70,"",55,2.60721818,2.09719639,1.14008543,1.7612981,2.34124007
